cause_medium,region_name,year,age_name,sex_name,death_abs,death_rate,YLL_abs,YLL_rate,YLD_abs,YLD_rate,DALY_abs,DALY_rate
Tuberculosis,Eastern sub-Saharan Africa,2005,20-24 years,Male,"4,222",29.5,"269,380","1,882.40","11,705",81.8,"281,085","1,964.20"
Tuberculosis,Eastern sub-Saharan Africa,2005,20-24 years,Female,"5,246",36.6,"334,775","2,338.50","7,652",53.5,"342,427","2,392.00"
Tuberculosis,Eastern sub-Saharan Africa,2005,20-24 years,Both,"9,468",33.1,"604,155","2,110.50","19,357",67.6,"623,512","2,178.10"
Tuberculosis,Eastern sub-Saharan Africa,2005,25-29 years,Male,"7,133",59.6,"420,215","3,509.50","27,066",226,"447,281","3,735.50"
Tuberculosis,Eastern sub-Saharan Africa,2005,25-29 years,Female,"6,317",52.6,"372,079","3,097.60","16,267",135.4,"388,346","3,233.00"
Tuberculosis,Eastern sub-Saharan Africa,2005,25-29 years,Both,"13,450",56.1,"792,294","3,303.20","43,333",180.7,"835,627","3,483.90"
Tuberculosis,Eastern sub-Saharan Africa,2005,30-34 years,Male,"7,581",79,"408,901","4,259.30","30,119",313.7,"439,020","4,573.10"
Tuberculosis,Eastern sub-Saharan Africa,2005,30-34 years,Female,"4,737",49.2,"255,388","2,653.60","15,794",164.1,"271,181","2,817.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,30-34 years,Both,"12,317",64.1,"664,288","3,455.50","45,913",238.8,"710,201","3,694.30"
Tuberculosis,Eastern sub-Saharan Africa,2005,35-39 years,Male,"6,624",87.5,"324,747","4,287.40","29,831",393.8,"354,578","4,681.30"
Tuberculosis,Eastern sub-Saharan Africa,2005,35-39 years,Female,"4,367",57.2,"214,185","2,806.50","15,700",205.7,"229,885","3,012.20"
Tuberculosis,Eastern sub-Saharan Africa,2005,35-39 years,Both,"10,991",72.3,"538,932","3,544.20","45,531",299.4,"584,463","3,843.60"
Tuberculosis,Eastern sub-Saharan Africa,2005,40-44 years,Male,"5,364",88.4,"236,896","3,904.30","27,998",461.4,"264,894","4,365.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,40-44 years,Female,"3,172",50.6,"140,233","2,237.50","14,933",238.3,"155,165","2,475.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,40-44 years,Both,"8,536",69.2,"377,128","3,057.40","42,931",348,"420,059","3,405.40"
Tuberculosis,Eastern sub-Saharan Africa,2005,45-49 years,Male,"5,499",112.4,"216,437","4,421.90","27,716",566.2,"244,153","4,988.10"
Tuberculosis,Eastern sub-Saharan Africa,2005,45-49 years,Female,"3,007",57.3,"118,378","2,254.90","14,817",282.2,"133,194","2,537.10"
Tuberculosis,Eastern sub-Saharan Africa,2005,45-49 years,Both,"8,506",83.9,"334,815","3,300.40","42,532",419.3,"377,347","3,719.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,50-54 years,Male,"6,674",167,"231,327","5,787.50","20,015",500.7,"251,342","6,288.20"
Tuberculosis,Eastern sub-Saharan Africa,2005,50-54 years,Female,"3,288",74.8,"113,949","2,593.10","12,501",284.5,"126,450","2,877.60"
Tuberculosis,Eastern sub-Saharan Africa,2005,50-54 years,Both,"9,963",118.7,"345,276","4,114.70","32,516",387.5,"377,792","4,502.20"
Tuberculosis,Eastern sub-Saharan Africa,2005,55-59 years,Male,"6,697",206.8,"201,170","6,212.20","19,766",610.4,"220,936","6,822.60"
Tuberculosis,Eastern sub-Saharan Africa,2005,55-59 years,Female,"3,489",97.1,"104,697","2,912.80","12,376",344.3,"117,073","3,257.20"
Tuberculosis,Eastern sub-Saharan Africa,2005,55-59 years,Both,"10,187",149.1,"305,867","4,476.60","32,142",470.4,"338,009","4,947.00"
Tuberculosis,Eastern sub-Saharan Africa,2005,60-64 years,Male,"6,559",267.4,"167,326","6,821.90","9,263",377.6,"176,589","7,199.50"
Tuberculosis,Eastern sub-Saharan Africa,2005,60-64 years,Female,"3,813",137.5,"97,139","3,502.00","6,176",222.7,"103,315","3,724.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,60-64 years,Both,"10,372",198.5,"264,465","5,060.00","15,439",295.4,"279,904","5,355.40"
Tuberculosis,Eastern sub-Saharan Africa,2005,65-69 years,Male,"6,131",338.7,"129,361","7,147.30","9,073",501.3,"138,434","7,648.60"
Tuberculosis,Eastern sub-Saharan Africa,2005,65-69 years,Female,"4,313",205.9,"90,843","4,337.40","6,075",290,"96,918","4,627.40"
Tuberculosis,Eastern sub-Saharan Africa,2005,65-69 years,Both,"10,444",267.5,"220,204","5,640.00","15,148",388,"235,352","6,028.00"
Tuberculosis,Eastern sub-Saharan Africa,2005,70-74 years,Male,"5,123",408.4,"86,511","6,897.70","2,876",229.3,"89,387","7,127.00"
Tuberculosis,Eastern sub-Saharan Africa,2005,70-74 years,Female,"3,249",218,"54,763","3,674.80","1,959",131.4,"56,722","3,806.20"
Tuberculosis,Eastern sub-Saharan Africa,2005,70-74 years,Both,"8,372",305,"141,275","5,147.60","4,835",176.2,"146,109","5,323.80"
Tuberculosis,Eastern sub-Saharan Africa,2005,75-79 years,Male,"3,651",502.3,"47,294","6,506.20","2,807",386.1,"50,101","6,892.30"
Tuberculosis,Eastern sub-Saharan Africa,2005,75-79 years,Female,"2,451",271.4,"31,691","3,509.40","1,916",212.2,"33,607","3,721.60"
Tuberculosis,Eastern sub-Saharan Africa,2005,75-79 years,Both,"6,102",374.4,"78,985","4,845.90","4,723",289.8,"83,708","5,135.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,80+ years,Male,"2,473",546.9,"19,055","4,214.50",559,123.6,"19,614","4,338.10"
Tuberculosis,Eastern sub-Saharan Africa,2005,80+ years,Female,"1,599",256.2,"11,851","1,898.40",383,61.3,"12,233","1,959.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,80+ years,Both,"4,072",378.3,"30,906","2,871.30",941,87.5,"31,847","2,958.70"
Tuberculosis,Eastern sub-Saharan Africa,2005,All ages,Male,"84,075",54.3,"3,601,462","2,326.00","246,422",159.2,"3,847,884","2,485.20"
Tuberculosis,Eastern sub-Saharan Africa,2005,All ages,Female,"57,341",36.6,"2,602,513","1,663.10","142,721",91.2,"2,745,234","1,754.30"
Tuberculosis,Eastern sub-Saharan Africa,2005,All ages,Both,"141,416",45.4,"6,203,975","1,992.80","389,143",125,"6,593,118","2,117.80"
Tuberculosis,Eastern sub-Saharan Africa,2010,0-6 days,Male,0,0,0,0,4,3,4,3
Tuberculosis,Eastern sub-Saharan Africa,2010,0-6 days,Female,0,0,0,0,2,1.3,2,1.3
Tuberculosis,Eastern sub-Saharan Africa,2010,0-6 days,Both,0,0,0,0,5,2.2,5,2.2
Tuberculosis,Eastern sub-Saharan Africa,2010,7-27 days,Male,0,0,0,0,11,2.9,11,2.9
Tuberculosis,Eastern sub-Saharan Africa,2010,7-27 days,Female,0,0,0,0,5,1.3,5,1.3
Tuberculosis,Eastern sub-Saharan Africa,2010,7-27 days,Both,0,0,0,0,16,2.1,16,2.1
Tuberculosis,Eastern sub-Saharan Africa,2010,28-364 days,Male,"2,715",46.3,"232,900","3,969.30",167,2.8,"233,067","3,972.10"
Tuberculosis,Eastern sub-Saharan Africa,2010,28-364 days,Female,"2,217",38.7,"190,233","3,317.90",73,1.3,"190,306","3,319.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,28-364 days,Both,"4,931",42.5,"423,133","3,647.30",240,2.1,"423,373","3,649.40"
Tuberculosis,Eastern sub-Saharan Africa,2010,1-4 years,Male,"3,586",15.3,"300,870","1,281.60","2,562",10.9,"303,431","1,292.50"
Tuberculosis,Eastern sub-Saharan Africa,2010,1-4 years,Female,"2,238",9.7,"187,795",816.4,"1,239",5.4,"189,035",821.8
Tuberculosis,Eastern sub-Saharan Africa,2010,1-4 years,Both,"5,824",12.5,"488,665","1,051.40","3,801",8.2,"492,466","1,059.60"
